"List Name","Internal Name","Title"
"appfiles","A2ODMountCount","A2OD Mount Count"
"appfiles","_ExpirationDate","Expiration Date"
"appfiles","_IpLabelHash","IpLabelHash"
"appfiles","_IpLabelPromotionCtagVersion","IpLabelPromotionCtagVersion"
"appfiles","_ColorHex","Color"
"appfiles","_ColorTag","Color Tag"
"appfiles","_Emoji","Emoji"
"appfiles","_DraftOwnerId","Draft Owner Id"
"appfiles","_IpLabelMetaInfo","Sensitivity Label Metadata"
"appfiles","_AdditionalStreamSize","AdditionalStreamSize"
"appfiles","_StreamScenarioIds","StreamScenarioIds"
"appfiles","MediaGeneratedMetadata","Media Generated Metadata"
"appfiles","MediaUserMetadata","Media User Metadata"
"appfiles","_FileArchiveStatus","Archive Status"
"appfiles","_ExtractedMetadata","Media file metadata"
"appfiles","ExtractedMetadataComputed","Media file metadata"
"appfiles","MainLinkSettings","Main Link settings"
"appfiles","AppAuthor","App Created By"
"appfiles","AppEditor","App Modified By"
"appfiles","SMTotalSize","Total Size"
"appfiles","SMLastModifiedDate","Last Modified Date"
"appfiles","SMTotalFileStreamSize","Total File Stream Size"
"appfiles","SMTotalFileCount","Total File Count"
"appfiles","SelectTitle","Select"
"appfiles","SelectFilename","Select"
"appfiles","Edit","Edit"
"appfiles","owshiddenversion","owshiddenversion"
"appfiles","_UIVersion","UI Version"
"appfiles","_UIVersionString","Version"
"appfiles","InstanceID","Instance ID"
"appfiles","Order","Order"
"appfiles","GUID","GUID"
"appfiles","WorkflowVersion","Workflow Version"
"appfiles","WorkflowInstanceID","Workflow Instance ID"
"appfiles","ParentVersionString","Source Version (Converted Document)"
"appfiles","ParentLeafName","Source Name (Converted Document)"
"appfiles","DocConcurrencyNumber","Document Concurrency Number"
"appfiles","StreamHash","Document Stream Hash"
"appfiles","ComplianceAssetId","Compliance Asset Id"
"Application System Types","ContentTypeId","Content Type ID"
"Application System Types","Title","Title"
"Application System Types","_ModerationComments","Approver Comments"
"Application System Types","File_x0020_Type","File Type"
"Application System Types","Host_x0020_Application","Host Application"
"Application System Types","ComplianceAssetId","Compliance Asset Id"
"Application System Types","_ColorHex","Color"
"Application System Types","_ColorTag","Color Tag"
"Application System Types","_Emoji","Emoji"
"Application System Types","ID","ID"
"Application System Types","ContentType","Content Type"
"Application System Types","Modified","Modified"
"Application System Types","Created","Created"
"Application System Types","Author","Created By"
"Application System Types","Editor","Modified By"
"Application System Types","_HasCopyDestinations","Has Copy Destinations"
"Application System Types","_CopySource","Copy Source"
"Application System Types","owshiddenversion","owshiddenversion"
"Application System Types","WorkflowVersion","Workflow Version"
"Application System Types","_UIVersion","UI Version"
"Application System Types","_UIVersionString","Version"
"Application System Types","Attachments","Attachments"
"Application System Types","_ModerationStatus","Approval Status"
"Application System Types","Edit","Edit"
"Application System Types","LinkTitleNoMenu","Title"
"Application System Types","LinkTitle","Title"
"Application System Types","LinkTitle2","Title"
"Application System Types","SelectTitle","Select"
"Application System Types","InstanceID","Instance ID"
"Application System Types","Order","Order"
"Application System Types","GUID","GUID"
"Application System Types","WorkflowInstanceID","Workflow Instance ID"
"Application System Types","FileRef","URL Path"
"Application System Types","FileDirRef","Path"
"Application System Types","Last_x0020_Modified","Modified"
"Application System Types","Created_x0020_Date","Created"
"Application System Types","FSObjType","Item Type"
"Application System Types","SortBehavior","Sort Type"
"Application System Types","PermMask","Effective Permissions Mask"
"Application System Types","PrincipalCount","Principal Count"
"Application System Types","FileLeafRef","Name"
"Application System Types","UniqueId","Unique Id"
"Application System Types","ParentUniqueId","Document Parent Identifier"
"Application System Types","SyncClientId","Client Id"
"Application System Types","ProgId","ProgId"
"Application System Types","ScopeId","ScopeId"
"Application System Types","HTML_x0020_File_x0020_Type","HTML File Type"
"Application System Types","_EditMenuTableStart","Edit Menu Table Start"
"Application System Types","_EditMenuTableStart2","Edit Menu Table Start"
"Application System Types","_EditMenuTableEnd","Edit Menu Table End"
"Application System Types","LinkFilenameNoMenu","Name"
"Application System Types","LinkFilename","Name"
"Application System Types","LinkFilename2","Name"
"Application System Types","DocIcon","Type"
"Application System Types","ServerUrl","Server Relative URL"
"Application System Types","EncodedAbsUrl","Encoded Absolute URL"
"Application System Types","BaseName","File Name"
"Application System Types","MetaInfo","Property Bag"
"Application System Types","_Level","Level"
"Application System Types","_IsCurrentVersion","Is Current Version"
"Application System Types","ItemChildCount","Item Child Count"
"Application System Types","FolderChildCount","Folder Child Count"
"Application System Types","Restricted","Restricted"
"Application System Types","OriginatorId","Originator Id"
"Application System Types","NoExecute","NoExecute"
"Application System Types","ContentVersion","Content Version"
"Application System Types","_ComplianceFlags","Label setting"
"Application System Types","_ComplianceTag","Retention label"
"Application System Types","_ComplianceTagWrittenTime","Retention label Applied"
"Application System Types","_ComplianceTagUserId","Label applied by"
"Application System Types","_IsRecord","Item is a Record"
"Application System Types","AccessPolicy","Access Policy"
"Application System Types","_VirusStatus","VirusStatus"
"Application System Types","_VirusVendorID","VirusVendorID"
"Application System Types","_VirusInfo","VirusInfo"
"Application System Types","_RansomwareAnomalyMetaInfo","RansomwareAnomalyMetaInfo"
"Application System Types","_DraftOwnerId","Draft Owner Id"
"Application System Types","MainLinkSettings","Main Link settings"
"Application System Types","AppAuthor","App Created By"
"Application System Types","AppEditor","App Modified By"
"Application System Types","SMTotalSize","Total Size"
"Application System Types","SMLastModifiedDate","Last Modified Date"
"Application System Types","SMTotalFileStreamSize","Total File Stream Size"
"Application System Types","SMTotalFileCount","Total File Count"
"Application System Types","_CommentFlags","Comment settings"
"Application System Types","_CommentCount","Comment count"
"Authorised System Exemptions","ContentTypeId","Content Type ID"
"Authorised System Exemptions","_ModerationComments","Approver Comments"
"Authorised System Exemptions","FileLeafRef","Name"
"Authorised System Exemptions","Modified_x0020_By","Document Modified By"
"Authorised System Exemptions","Created_x0020_By","Document Created By"
"Authorised System Exemptions","File_x0020_Type","File Type"
"Authorised System Exemptions","HTML_x0020_File_x0020_Type","HTML File Type"
"Authorised System Exemptions","_SourceUrl","Source URL"
"Authorised System Exemptions","_SharedFileIndex","Shared File Index"
"Authorised System Exemptions","ComplianceAssetId","Compliance Asset Id"
"Authorised System Exemptions","PreviewOnForm","Preview"
"Authorised System Exemptions","ThumbnailOnForm","Thumbnail Preview"
"Authorised System Exemptions","_Author","Author"
"Authorised System Exemptions","FileType","File Type"
"Authorised System Exemptions","ImageSize","Picture Size"
"Authorised System Exemptions","Title","Title"
"Authorised System Exemptions","ImageWidth","Width"
"Authorised System Exemptions","ImageHeight","Height"
"Authorised System Exemptions","ImageCreateDate","Date Picture Taken"
"Authorised System Exemptions","_Comments","Comments"
"Authorised System Exemptions","ThumbnailExists","Thumbnail Exists"
"Authorised System Exemptions","PreviewExists","Preview Exists"
"Authorised System Exemptions","EncodedAbsThumbnailUrl","Thumbnail URL"
"Authorised System Exemptions","EncodedAbsWebImgUrl","Web Image URL"
"Authorised System Exemptions","NameOrTitle","Name"
"Authorised System Exemptions","Keywords","Keywords"
"Authorised System Exemptions","wic_System_Copyright","Copyright"
"Authorised System Exemptions","AlternateThumbnailUrl","Preview Image URL"
"Authorised System Exemptions","MediaLengthInSeconds","Length (seconds)"
"Authorised System Exemptions","PublishingStartDate","Scheduling Start Date"
"Authorised System Exemptions","PublishingExpirationDate","Scheduling End Date"
"Authorised System Exemptions","VideoWidthInPixels","Frame Width"
"Authorised System Exemptions","VideoHeightInPixels","Frame Height"
"Authorised System Exemptions","VideoRenditionLabel","Label"
"Authorised System Exemptions","VideoRenditionBitRate","Bit Rate"
"Authorised System Exemptions","VideoSetDescription","Description"
"Authorised System Exemptions","VideoSetOwner","Owner"
"Authorised System Exemptions","VideoSetThumbnailTimeIndex","Thumbnail Time Index"
"Authorised System Exemptions","VideoSetDefaultEncoding","Default Encoding"
"Authorised System Exemptions","VideoSetUserOverrideEncoding","Default Encoding User Override"
"Authorised System Exemptions","VideoSetExternalLink","External Link"
"Authorised System Exemptions","VideoSetEmbedCode","Embed Code"
"Authorised System Exemptions","VideoSetShowDownloadLink","Show Download Link"
"Authorised System Exemptions","VideoSetShowEmbedLink","Show Embed Link"
"Authorised System Exemptions","VideoSetRenditionsInfo","Renditions Information"
"Authorised System Exemptions","PeopleInMedia","People In Video"
"Authorised System Exemptions","NoCrawl","NoCrawl"
"Authorised System Exemptions","e1a5b98cdd71426dacb6e478c7a5882f","Wiki Categories_0"
"Authorised System Exemptions","Authorised_x0020_System","Authorised System"
"Authorised System Exemptions","Responsible_x0020_Architect","Responsible Architect"
"Authorised System Exemptions","Wiki_x0020_Page_x0020_Categories","Wiki Categories"
"Authorised System Exemptions","TaxCatchAll","Taxonomy Catch All Column"
"Authorised System Exemptions","TaxCatchAllLabel","Taxonomy Catch All Column1"
"Authorised System Exemptions","Created","Created"
"Authorised System Exemptions","Modified","Modified"
"Authorised System Exemptions","_ColorHex","Color"
"Authorised System Exemptions","_ColorTag","Color Tag"
"Authorised System Exemptions","_Emoji","Emoji"
"Authorised System Exemptions","MediaGeneratedMetadata","Media Generated Metadata"
"Authorised System Exemptions","MediaUserMetadata","Media User Metadata"
"Authorised System Exemptions","ExtractedMetadataComputed","Media file metadata"
"Authorised System Exemptions","ID","ID"
"Authorised System Exemptions","ContentType","Content Type"
"Authorised System Exemptions","Author","Created By"
"Authorised System Exemptions","Editor","Modified By"
"Authorised System Exemptions","_HasCopyDestinations","Has Copy Destinations"
"Authorised System Exemptions","_CopySource","Copy Source"
"Authorised System Exemptions","_ModerationStatus","Approval Status"
"Authorised System Exemptions","FileRef","URL Path"
"Authorised System Exemptions","FileDirRef","Path"
"Authorised System Exemptions","Last_x0020_Modified","Modified"
"Authorised System Exemptions","Created_x0020_Date","Created"
"Authorised System Exemptions","File_x0020_Size","File Size"
"Authorised System Exemptions","FSObjType","Item Type"
"Authorised System Exemptions","SortBehavior","Sort Type"
"Authorised System Exemptions","PermMask","Effective Permissions Mask"
"Authorised System Exemptions","PrincipalCount","Principal Count"
"Authorised System Exemptions","CheckedOutUserId","ID of the User who has the item Checked Out"
"Authorised System Exemptions","IsCheckedoutToLocal","Is Checked out to local"
"Authorised System Exemptions","CheckoutUser","Checked Out To"
"Authorised System Exemptions","UniqueId","Unique Id"
"Authorised System Exemptions","ParentUniqueId","Document Parent Identifier"
"Authorised System Exemptions","SyncClientId","Client Id"
"Authorised System Exemptions","ProgId","ProgId"
"Authorised System Exemptions","ScopeId","ScopeId"
"Authorised System Exemptions","VirusStatus","Virus Status"
"Authorised System Exemptions","CheckedOutTitle","Checked Out To"
"Authorised System Exemptions","_CheckinComment","Check In Comment"
"Authorised System Exemptions","LinkCheckedOutTitle","Checked Out To"
"Authorised System Exemptions","_EditMenuTableStart","Edit Menu Table Start"
"Authorised System Exemptions","_EditMenuTableStart2","Edit Menu Table Start"
"Authorised System Exemptions","_EditMenuTableEnd","Edit Menu Table End"
"Authorised System Exemptions","LinkFilenameNoMenu","Name"
"Authorised System Exemptions","LinkFilename","Name"
"Authorised System Exemptions","LinkFilename2","Name"
"Authorised System Exemptions","DocIcon","Type"
"Authorised System Exemptions","ServerUrl","Server Relative URL"
"Authorised System Exemptions","EncodedAbsUrl","Encoded Absolute URL"
"Authorised System Exemptions","BaseName","Name"
"Authorised System Exemptions","FileSizeDisplay","File Size"
"Authorised System Exemptions","MetaInfo","Property Bag"
"Authorised System Exemptions","_Level","Level"
"Authorised System Exemptions","_IsCurrentVersion","Is Current Version"
"Authorised System Exemptions","ItemChildCount","Item Child Count"
"Authorised System Exemptions","FolderChildCount","Folder Child Count"
"Authorised System Exemptions","Restricted","Restricted"
"Authorised System Exemptions","OriginatorId","Originator Id"
"Authorised System Exemptions","NoExecute","NoExecute"
"Authorised System Exemptions","ContentVersion","Content Version"
"Authorised System Exemptions","_ComplianceFlags","Label setting"
"Authorised System Exemptions","_ComplianceTag","Retention label"
"Authorised System Exemptions","_ComplianceTagWrittenTime","Retention label Applied"
"Authorised System Exemptions","_ComplianceTagUserId","Label applied by"
"Authorised System Exemptions","_IsRecord","Item is a Record"
"Authorised System Exemptions","BSN","BLOB Sequence Number"
"Authorised System Exemptions","_ListSchemaVersion","List Schema Version"
"Authorised System Exemptions","_Dirty","Dirty"
"Authorised System Exemptions","_Parsable","Parsable"
"Authorised System Exemptions","_StubFile","StubFile"
"Authorised System Exemptions","_HasEncryptedContent","HasEncryptedContent"
"Authorised System Exemptions","_HasUserDefinedProtection","HasUserDefinedProtection"
"Authorised System Exemptions","AccessPolicy","Access Policy"
"Authorised System Exemptions","_VirusStatus","VirusStatus"
"Authorised System Exemptions","_VirusVendorID","VirusVendorID"
"Authorised System Exemptions","_VirusInfo","VirusInfo"
"Authorised System Exemptions","_RansomwareAnomalyMetaInfo","RansomwareAnomalyMetaInfo"
"Authorised System Exemptions","_CommentFlags","Comment settings"
"Authorised System Exemptions","_CommentCount","Comment count"
"Authorised System Exemptions","_LikeCount","Like count"
"Authorised System Exemptions","_RmsTemplateId","Rights Management Template Id"
"Authorised System Exemptions","_IpLabelId","Sensitivity Label Id"
"Authorised System Exemptions","_DisplayName","Sensitivity"
"Authorised System Exemptions","_IpLabelAssignmentMethod","Sensitivity Label Assignment Method"
"Authorised System Exemptions","A2ODMountCount","A2OD Mount Count"
"Authorised System Exemptions","_ExpirationDate","Expiration Date"
"Authorised System Exemptions","_IpLabelHash","IpLabelHash"
"Authorised System Exemptions","_IpLabelPromotionCtagVersion","IpLabelPromotionCtagVersion"
"Authorised System Exemptions","_DraftOwnerId","Draft Owner Id"
"Authorised System Exemptions","_IpLabelMetaInfo","Sensitivity Label Metadata"
"Authorised System Exemptions","_AdditionalStreamSize","AdditionalStreamSize"
"Authorised System Exemptions","_StreamScenarioIds","StreamScenarioIds"
"Authorised System Exemptions","_FileArchiveStatus","Archive Status"
"Authorised System Exemptions","_ExtractedMetadata","Media file metadata"
"Authorised System Exemptions","MainLinkSettings","Main Link settings"
"Authorised System Exemptions","AppAuthor","App Created By"
"Authorised System Exemptions","AppEditor","App Modified By"
"Authorised System Exemptions","SMTotalSize","Total Size"
"Authorised System Exemptions","SMLastModifiedDate","Last Modified Date"
"Authorised System Exemptions","SMTotalFileStreamSize","Total File Stream Size"
"Authorised System Exemptions","SMTotalFileCount","Total File Count"
"Authorised System Exemptions","SelectTitle","Select"
"Authorised System Exemptions","SelectFilename","Select"
"Authorised System Exemptions","Edit","Edit"
"Authorised System Exemptions","owshiddenversion","owshiddenversion"
"Authorised System Exemptions","_UIVersion","UI Version"
"Authorised System Exemptions","_UIVersionString","Version"
"Authorised System Exemptions","InstanceID","Instance ID"
"Authorised System Exemptions","Order","Order"
"Authorised System Exemptions","GUID","GUID"
"Authorised System Exemptions","WorkflowVersion","Workflow Version"
"Authorised System Exemptions","WorkflowInstanceID","Workflow Instance ID"
"Authorised System Exemptions","ParentVersionString","Source Version (Converted Document)"
"Authorised System Exemptions","ParentLeafName","Source Name (Converted Document)"
"Authorised System Exemptions","DocConcurrencyNumber","Document Concurrency Number"
"Authorised System Exemptions","StreamHash","Document Stream Hash"
"Azure Security Recommendations","Title","Recommendation"
"Azure Security Recommendations","x4kb","Date Logged"
"Azure Security Recommendations","Responsible_x0020_Team","Responsible Team"
"Azure Security Recommendations","Assigned_x0020_To","Assigned To"
"Azure Security Recommendations","Started_x003f_","Status"
"Azure Security Recommendations","Notes_x0020_and_x0020_Updates","Notes and Updates"
"Azure Security Recommendations","Date_x0020_Completed","Date Completed"
"Azure Security Recommendations","Resolution","Resolution"
"Azure Security Recommendations","Documentation_x0020_Required_x00","Documentation Required?"
"Azure Security Recommendations","Link_x0020_to_x0020_Documentatio","Link to Documentation"
"Azure Security Recommendations","ContentTypeId","Content Type ID"
"Azure Security Recommendations","_ModerationComments","Approver Comments"
"Azure Security Recommendations","LinkTitleNoMenu","Recommendation"
"Azure Security Recommendations","LinkTitle","Recommendation"
"Azure Security Recommendations","LinkTitle2","Recommendation"
"Azure Security Recommendations","File_x0020_Type","File Type"
"Azure Security Recommendations","ComplianceAssetId","Compliance Asset Id"
"Azure Security Recommendations","_ColorHex","Color"
"Azure Security Recommendations","_ColorTag","Color Tag"
"Azure Security Recommendations","_Emoji","Emoji"
"Azure Security Recommendations","ID","ID"
"Azure Security Recommendations","ContentType","Content Type"
"Azure Security Recommendations","Modified","Modified"
"Azure Security Recommendations","Created","Created"
"Azure Security Recommendations","Author","Created By"
"Azure Security Recommendations","Editor","Modified By"
"Azure Security Recommendations","_HasCopyDestinations","Has Copy Destinations"
"Azure Security Recommendations","_CopySource","Copy Source"
"Azure Security Recommendations","owshiddenversion","owshiddenversion"
"Azure Security Recommendations","WorkflowVersion","Workflow Version"
"Azure Security Recommendations","_UIVersion","UI Version"
"Azure Security Recommendations","_UIVersionString","Version"
"Azure Security Recommendations","Attachments","Attachments"
"Azure Security Recommendations","_ModerationStatus","Approval Status"
"Azure Security Recommendations","Edit","Edit"
"Azure Security Recommendations","SelectTitle","Select"
"Azure Security Recommendations","InstanceID","Instance ID"
"Azure Security Recommendations","Order","Order"
"Azure Security Recommendations","GUID","GUID"
"Azure Security Recommendations","WorkflowInstanceID","Workflow Instance ID"
"Azure Security Recommendations","FileRef","URL Path"
"Azure Security Recommendations","FileDirRef","Path"
"Azure Security Recommendations","Last_x0020_Modified","Modified"
"Azure Security Recommendations","Created_x0020_Date","Created"
"Azure Security Recommendations","FSObjType","Item Type"
"Azure Security Recommendations","SortBehavior","Sort Type"
"Azure Security Recommendations","PermMask","Effective Permissions Mask"
"Azure Security Recommendations","PrincipalCount","Principal Count"
"Azure Security Recommendations","FileLeafRef","Name"
"Azure Security Recommendations","UniqueId","Unique Id"
"Azure Security Recommendations","ParentUniqueId","Document Parent Identifier"
"Azure Security Recommendations","SyncClientId","Client Id"
"Azure Security Recommendations","ProgId","ProgId"
"Azure Security Recommendations","ScopeId","ScopeId"
"Azure Security Recommendations","HTML_x0020_File_x0020_Type","HTML File Type"
"Azure Security Recommendations","_EditMenuTableStart","Edit Menu Table Start"
"Azure Security Recommendations","_EditMenuTableStart2","Edit Menu Table Start"
"Azure Security Recommendations","_EditMenuTableEnd","Edit Menu Table End"
"Azure Security Recommendations","LinkFilenameNoMenu","Name"
"Azure Security Recommendations","LinkFilename","Name"
"Azure Security Recommendations","LinkFilename2","Name"
"Azure Security Recommendations","DocIcon","Type"
"Azure Security Recommendations","ServerUrl","Server Relative URL"
"Azure Security Recommendations","EncodedAbsUrl","Encoded Absolute URL"
"Azure Security Recommendations","BaseName","File Name"
"Azure Security Recommendations","MetaInfo","Property Bag"
"Azure Security Recommendations","_Level","Level"
"Azure Security Recommendations","_IsCurrentVersion","Is Current Version"
"Azure Security Recommendations","ItemChildCount","Item Child Count"
"Azure Security Recommendations","FolderChildCount","Folder Child Count"
"Azure Security Recommendations","Restricted","Restricted"
"Azure Security Recommendations","OriginatorId","Originator Id"
"Azure Security Recommendations","NoExecute","NoExecute"
"Azure Security Recommendations","ContentVersion","Content Version"
"Azure Security Recommendations","_ComplianceFlags","Label setting"
"Azure Security Recommendations","_ComplianceTag","Retention label"
"Azure Security Recommendations","_ComplianceTagWrittenTime","Retention label Applied"
"Azure Security Recommendations","_ComplianceTagUserId","Label applied by"
"Azure Security Recommendations","_IsRecord","Item is a Record"
"Azure Security Recommendations","AccessPolicy","Access Policy"
"Azure Security Recommendations","_VirusStatus","VirusStatus"
"Azure Security Recommendations","_VirusVendorID","VirusVendorID"
"Azure Security Recommendations","_VirusInfo","VirusInfo"
"Azure Security Recommendations","_RansomwareAnomalyMetaInfo","RansomwareAnomalyMetaInfo"
"Azure Security Recommendations","_DraftOwnerId","Draft Owner Id"
"Azure Security Recommendations","MainLinkSettings","Main Link settings"
"Azure Security Recommendations","AppAuthor","App Created By"
"Azure Security Recommendations","AppEditor","App Modified By"
"Azure Security Recommendations","SMTotalSize","Total Size"
"Azure Security Recommendations","SMLastModifiedDate","Last Modified Date"
"Azure Security Recommendations","SMTotalFileStreamSize","Total File Stream Size"
"Azure Security Recommendations","SMTotalFileCount","Total File Count"
"Azure Security Recommendations","_CommentFlags","Comment settings"
"Azure Security Recommendations","_CommentCount","Comment count"
"AzureSecurityActions","ContentTypeId","Content Type ID"
"AzureSecurityActions","Title","Recommendation"
"AzureSecurityActions","_ModerationComments","Approver Comments"
"AzureSecurityActions","LinkTitleNoMenu","Recommendation"
"AzureSecurityActions","LinkTitle","Recommendation"
"AzureSecurityActions","LinkTitle2","Recommendation"
"AzureSecurityActions","File_x0020_Type","File Type"
"AzureSecurityActions","nfij","Date Logged"
"AzureSecurityActions","h0dy","Assigned to"
"AzureSecurityActions","Started_x003f_","Started?"
"AzureSecurityActions","Notes_x0020__x002f__x0020_Update","Notes / Update"
"AzureSecurityActions","Status","Status"
"AzureSecurityActions","Task_x0020_Outcome","Task Outcome"
